Symbol,Nome,Pais,Sigla_Pais,Setor
LX,LexinFintech Holdings Ltd.,China,CN,Financial Services
LXEH,"Lixiang Education Holding Co., Ltd.",China,CN,Consumer Defensive
LXEO,"Lexeo Therapeutics, Inc.",United States,US,Healthcare
LXRX,"Lexicon Pharmaceuticals, Inc.",United States,US,Healthcare
LYEL,"Lyell Immunopharma, Inc.",United States,US,Healthcare
LYFT,"Lyft, Inc.",United States,US,Technology
LYTS,LSI Industries Inc.,United States,US,Technology
LZ,"LegalZoom.com, Inc.",United States,US,Industrials
LZMH,LZ Technology Holdings Limited,China,CN,Technology
MAAS,Maase Inc.,China,CN,Financial Services
MAAY,GraniteShares YieldBOOST MARA ETF,,,
MACI,Melar Acquisition Corp. I,United States,US,Financial Services
MACIU,Melar Acquisition Corp. I,United States,US,Financial Services
MACIW,Melar Acquisition Corp. I,United States,US,
MAGH,Magnitude International Ltd,Singapore,SG,Industrials
MAKO,Mako Mining Corp.,Canada,CA,Basic Materials
MAMA,"Mama's Creations, Inc.",United States,US,Consumer Defensive
MAMK,MaxsMaking Inc.,China,CN,Industrials
MAMO,Massimo Group,United States,US,Consumer Cyclical
MANH,"Manhattan Associates, Inc.",United States,US,Technology
MAR,"Marriott International, Inc.",United States,US,Consumer Cyclical
MARA,"MARA Holdings, Inc.",United States,US,Financial Services
MARPS,Marine Petroleum Trust,United States,US,Energy
MASI,Masimo Corporation,United States,US,Healthcare
MASK,3 E Network Technology Group Limited,Hong Kong,HK,Technology
MASS,908 Devices Inc.,United States,US,Healthcare
MAT,"Mattel, Inc.",United States,US,Consumer Cyclical
MATE,Man Active Trend Enhanced ETF,,,
MATH,Metalpha Technology Holding Limited,Hong Kong,HK,Financial Services
MATW,Matthews International Corporation,United States,US,Industrials
MAXI,Simplify Bitcoin Strategy ETF,,,
MAYS,"J.W. Mays, Inc.",United States,US,Real Estate
MAZE,"Maze Therapeutics, Inc.",United States,US,Healthcare
MB,MasterBeef Group,Hong Kong,HK,Consumer Cyclical
MBAI,Check-Cap Ltd.,Israel,IS,Healthcare
MBAV,M3-Brigade Acquisition V Corp.,United States,US,Financial Services
MBAVU,M3-Brigade Acquisition V Corp.,United States,US,Financial Services
MBAVW,M3-Brigade Acquisition V Corp.,United States,US,
MBB,iShares MBS ETF,,,
MBBC,"Marathon Bancorp, Inc.",United States,US,Financial Services
MBIN,Merchants Bancorp,United States,US,Financial Services
MBINL,Merchants Bancorp,United States,US,Financial Services
MBINM,Merchants Bancorp,United States,US,Financial Services
MBINN,Merchants Bancorp,United States,US,Financial Services
MBIO,"Mustang Bio, Inc.",United States,US,Healthcare
MBLY,Mobileye Global Inc.,Israel,IS,Consumer Cyclical
MBNKO,Medallion Bank,United States,US,Financial Services
MBOT,Microbot Medical Inc.,United States,US,Healthcare
MBRX,"Moleculin Biotech, Inc.",United States,US,Healthcare
MBS,Angel Oak Mortgage-Backed Securities ETF,,,
MBUU,"Malibu Boats, Inc.",United States,US,Consumer Cyclical
MBVI,M3-Brigade Acquisition Vi Corp.,United States,US,Financial Services
MBVIU,M3-Brigade Acquisition Vi Corp.,United States,US,Financial Services
MBVIW,M3-Brigade Acquisition Vi Corp.,United States,US,
MBWM,Mercantile Bank Corporation,United States,US,Financial Services
MBX,"MBX Biosciences, Inc.",United States,US,Healthcare
MCAHU,Mountain Crest Acquisition 6 Corp.,United States,US,Financial Services
MCBS,"MetroCity Bankshares, Inc.",United States,US,Financial Services
MCDS,JPMorgan Fundamental Data Science Mid Core ETF,,,
MCFT,"MasterCraft Boat Holdings, Inc.",United States,US,Consumer Cyclical
MCGA,Yorkville Acquisition Corp.,United States,US,Financial Services
MCGAU,Yorkville Acquisition Corp.,United States,US,Financial Services
MCGAW,Yorkville Acquisition Corp.,United States,US,
MCHB,Mechanics Bancorp,United States,US,Financial Services
MCHI,iShares MSCI China ETF,,,
MCHP,Microchip Technology Incorporated,United States,US,Technology
MCHPP,Microchip Technology Incorporated,United States,US,Technology
MCHS,Matthews China Innovators Active ETF,,,
MCHX,"Marchex, Inc.",United States,US,Communication Services
MCRB,"Seres Therapeutics, Inc.",United States,US,Healthcare
MCRI,"Monarch Casino & Resort, Inc.",United States,US,Consumer Cyclical
MCTA,Charming Medical Limited,Hong Kong,HK,Healthcare
MDAI,"Spectral AI, Inc.",United States,US,Healthcare
MDAIW,"Spectral AI, Inc.",United States,US,
MDB,"MongoDB, Inc.",United States,US,Technology
MDBH,"MDB Capital Holdings, LLC",United States,US,Financial Services
MDCX,Medicus Pharma Ltd.,United States,US,Healthcare
MDCXW,Medicus Pharma Ltd.,United States,US,
MDGL,"Madrigal Pharmaceuticals, Inc.",United States,US,Healthcare
MDIA,MediaCo Holding Inc.,United States,US,Communication Services
MDIV,Multi-Asset Diversified Income Index Fund,,,
MDLN,Medline Inc.,United States,US,Healthcare
MDLZ,"Mondelez International, Inc.",United States,US,Consumer Defensive
MDRR,"Medalist Diversified, Inc.",United States,US,Real Estate
MDWD,MediWound Ltd.,Israel,IS,Healthcare
MDXG,"MiMedx Group, Inc.",United States,US,Healthcare
MDXH,MDxHealth SA,Belgium,BE,Healthcare
MEDP,"Medpace Holdings, Inc.",United States,US,Healthcare
MEDX,Horizon Kinetics Medical ETF,,,
MEGL,Magic Empire Global Limited,Hong Kong,HK,Financial Services
MEHA,Functional Brands Inc.,United States,US,Consumer Defensive
MELI,"MercadoLibre, Inc.",Uruguay,UR,Consumer Cyclical
MEMA,Man Active Emerging Markets Alternative ETF,,,
MEMS,Matthews Emerging Markets Discovery Active ETF,,,
MENS,Jyong Biotech Ltd.,Taiwan,TW,Healthcare
MEOH,Methanex Corporation,Canada,CA,Basic Materials
MERC,Mercer International Inc.,Canada,CA,Basic Materials
MESH,Meshflow Acquisition Corp.,United States,US,Financial Services
MESHU,Meshflow Acquisition Corp.,United States,US,Financial Services
MESHW,Meshflow Acquisition Corp.,United States,US,
MESO,Mesoblast Limited,Australia,AU,Healthcare
META,"Meta Platforms, Inc.",United States,US,Communication Services
METC,"Ramaco Resources, Inc.",United States,US,Basic Materials
METCB,"Ramaco Resources, Inc.",United States,US,Basic Materials
METCI,"Ramaco Resources, Inc.",United States,US,
METCZ,"Ramaco Resources, Inc.",United States,US,
METD,Direxion Daily META Bear 1X ETF,,,
METL,Sprott Active Metals & Miners ETF,,,
METU,Direxion Daily META Bull 2X ETF,,,
MEVO,M Evo Global Acquisition Corp II,United States,US,Financial Services
MEVOU,M Evo Global Acquisition Corp II,United States,US,Financial Services
MEVOW,M Evo Global Acquisition Corp II,United States,US,
MFI,mF International Limited,Hong Kong,HK,Technology
MFIC,MidCap Financial Investment Corporation,United States,US,Financial Services
MFICL,MidCap Financial Investment Corporation,United States,US,
MFIG,Motley Fool Innovative Growth Factor ETF,,,
MFIN,Medallion Financial Corp.,United States,US,Financial Services
MFLX,First Trust Flexible Municipal High Income ETF,,,
MFMO,Motley Fool Momentum Factor ETF,,,
MFVL,Motley Fool Value Factor ETF,,,
MGEE,"MGE Energy, Inc.",United States,US,Utilities
MGIH,Millennium Group International Holdings Limited,Hong Kong,HK,Consumer Cyclical
MGN,Megan Holdings Limited,Malaysia,MA,Industrials
MGNI,"Magnite, Inc.",United States,US,Communication Services
MGNX,"MacroGenics, Inc.",United States,US,Healthcare
MGPI,"MGP Ingredients, Inc.",United States,US,Consumer Defensive
MGRC,McGrath RentCorp,United States,US,Industrials
MGRT,Mega Fortune Company Limited,Hong Kong,HK,Technology
MGRX,"Mangoceuticals, Inc.",United States,US,Healthcare
MGTX,MeiraGTx Holdings plc,United States,US,Healthcare
MGX,"Metagenomi Therapeutics, Inc.",United States,US,Healthcare
MGYR,"Magyar Bancorp, Inc.",United States,US,Financial Services
MIDD,The Middleby Corporation,United States,US,Industrials
MILN,Global X Millennials Consumer ETF,,,
MIMI,Mint Incorporation Limited,Hong Kong,HK,Industrials
MIND,"MIND Technology, Inc.",United States,US,Technology
MIRA,"MIRA Pharmaceuticals, Inc.",United States,US,Healthcare
MIRM,"Mirum Pharmaceuticals, Inc.",United States,US,Healthcare
MIST,Milestone Pharmaceuticals Inc.,Canada,CA,Healthcare
MITK,"Mitek Systems, Inc.",United States,US,Technology
MKAM,MKAM ETF,,,
MKDW,MKDWELL Tech Inc.,Taiwan,TW,Consumer Cyclical
MKDWW,MKDWELL Tech Inc.,Taiwan,TW,
MKLY,McKinley Acquisition Corporation,United States,US,Financial Services
MKLYR,McKinley Acquisition Corporation,United States,US,
MKLYU,McKinley Acquisition Corporation,United States,US,Financial Services
MKSI,MKS Inc.,United States,US,Technology
MKTW,"MarketWise, Inc.",United States,US,Financial Services
MKTX,MarketAxess Holdings Inc.,United States,US,Financial Services
MKZR,"MacKenzie Realty Capital, Inc.",United States,US,Real Estate
MLAA,Mountain Lake Acquisition Corp. II,United States,US,
MLAAU,Mountain Lake Acquisition Corp. II,United States,US,Financial Services
MLAAW,Mountain Lake Acquisition Corp. II,United States,US,
MLAB,"Mesa Laboratories, Inc.",United States,US,Technology
MLAC,Mountain Lake Acquisition Corp,,,
MLACR,Mountain Lake Acquisition Corp.,United States,US,
MLACU,Mountain Lake Acquisition Corp.,,,
MLCI,Mount Logan Capital Inc.,United States,US,Financial Services
MLCIL,Mount Logan Capital Inc. 8.00% Notes Due 2031,,,
MLCO,Melco Resorts & Entertainment Limited,Hong Kong,HK,Consumer Cyclical
MLEC,Moolec Science SA,Cayman Islands,CA,Healthcare
MLECW,Moolec Science SA,Cayman Islands,CA,
MLGO,MicroAlgo Inc.,China,CN,Technology
MLKN,"MillerKnoll, Inc.",United States,US,Consumer Cyclical
MLTX,MoonLake Immunotherapeutics,Switzerland,CH,Healthcare
MLYS,"Mineralys Therapeutics, Inc.",United States,US,Healthcare
MMED,"MiniMed Group, Inc.",United States,US,Healthcare
MMLP,Martin Midstream Partners L.P.,United States,US,Energy
MMSI,"Merit Medical Systems, Inc.",United States,US,Healthcare
MMTX,Miluna Acquisition Corp,Taiwan,TW,Financial Services
MMTXU,Miluna Acquisition Corp,Taiwan,TW,Financial Services
MMTXW,Miluna Acquisition Corp,Taiwan,TW,
MMYT,MakeMyTrip Limited,India,IN,Consumer Cyclical
MNDO,MIND C.T.I. Ltd,Israel,IS,Technology
MNDR,Mobile-health Network Solutions,Singapore,SG,Healthcare
MNDY,monday.com Ltd.,Israel,IS,Technology
MNKD,MannKind Corporation,United States,US,Healthcare
MNOV,"MediciNova, Inc.",United States,US,Healthcare
MNPR,Monopar Therapeutics Inc.,United States,US,Healthcare
MNRO,"Monro, Inc.",United States,US,Consumer Cyclical
MNSB,"MainStreet Bancshares, Inc.",United States,US,Financial Services
MNSBP,"MainStreet Bancshares, Inc.",United States,US,Financial Services
MNST,Monster Beverage Corporation,United States,US,Consumer Defensive
MNTK,"Montauk Renewables, Inc.",United States,US,Basic Materials
MNTS,Momentus Inc.,United States,US,Industrials
MNTSW,Momentus Inc.,United States,US,
MNVT,Moonvest ETF,,,
MNY,MoneyHero Limited,Singapore,SG,Communication Services
MNYWW,MoneyHero Limited,Singapore,SG,
MNZL,Manzil Russell Halal USA Broad Market ETF,,,
MOB,Mobilicom Limited,Israel,IS,Industrials
MOBBW,Mobilicom Limited,Israel,IS,
MOBI,"Mobia Medical, Inc.",United States,US,Healthcare
MOBX,"Mobix Labs, Inc.",United States,US,Technology
MOBXW,"Mobix Labs, Inc.",United States,US,
MODD,"Modular Medical, Inc.",United States,US,Healthcare
MODL,Victoryshares Westend U.S. Sector ETF,,,
MOLN,Molecular Partners AG,Switzerland,CH,Healthcare
MOMO,Hello Group Inc.,China,CN,Communication Services
MOOD,Relative Sentiment Tactical Allocation ETF,,,
MORN,"Morningstar, Inc.",United States,US,Financial Services
MOVE,"Corvex, Inc.",United States,US,Technology
MPAA,"Motorcar Parts of America, Inc.",United States,US,Consumer Cyclical
MPB,"Mid Penn Bancorp, Inc.",United States,US,Financial Services
MPG,Leverage Shares 2X Long MP Daily ETF,,,
MPLT,"MapLight Therapeutics, Inc.",United States,US,Healthcare
MPWR,"Monolithic Power Systems, Inc.",United States,US,Technology
MQ,"Marqeta, Inc.",United States,US,Technology
MQQQ,Tradr 2X Long Innovation 100 Monthly ETF,,,
MRA,Graniteshares Autocallable Mara ETF,,,
MRAL,GraniteShares 2x Long MARA Daily ETF,,,
MRAM,"Everspin Technologies, Inc.",United States,US,Technology
MRBK,Meridian Corporation,United States,US,Financial Services
MRCY,"Mercury Systems, Inc.",United States,US,Industrials
MRDN,Meridian Holdings Inc.,United States,US,Consumer Cyclical
MREO,Mereo BioPharma Group plc,United Kingdom,UK,Healthcare
MRKR,"Marker Therapeutics, Inc.",United States,US,Healthcare
MRLN,"Merlin, Inc.",United States,US,Industrials
MRM,MEDIROM Healthcare Technologies Inc.,Japan,JP,Consumer Cyclical
MRNA,"Moderna, Inc.",United States,US,Healthcare
MRNO,Murano Global Investments Plc,United Kingdom,UK,Real Estate
MRNOW,Murano Global Investments Plc,United Kingdom,UK,
MRTN,"Marten Transport, Ltd.",United States,US,Industrials
MRVI,"Maravai LifeSciences Holdings, Inc.",United States,US,Healthcare
MRVL,"Marvell Technology, Inc.",United States,US,Technology
MRVU,Direxion Daily MRVL Bull 2X ETF,,,
MRX,Marex Group plc,United Kingdom,UK,Financial Services
MSAI,"MultiSensor AI Holdings, Inc.",United States,US,Technology
MSAIW,"MultiSensor AI Holdings, Inc.",United States,US,
MSBI,"Midland States Bancorp, Inc.",United States,US,Financial Services
MSBIP,"Midland States Bancorp, Inc.",United States,US,Financial Services
MSDD,GraniteShares 2x Short MSTR Daily ETF,,,
MSEX,Middlesex Water Company,United States,US,Utilities
MSFD,Direxion Daily MSFT Bear 1X Shares,,,
MSFL,GraniteShares 2x Long MSFT Daily ETF,,,
MSFT,Microsoft Corporation,United States,US,Technology
MSFU,Direxion Daily MSFT Bull 2X Shares,,,
MSGM,Motorsport Games Inc.,United States,US,Communication Services
MSGY,Masonglory Limited,Hong Kong,HK,Industrials
MSLE,Satellos Bioscience Inc.,Canada,CA,Healthcare
MSR,Graniteshares Autocallable Mstr ETF,,,
MSS,Maison Solutions Inc.,United States,US,Consumer Defensive
MST,Defiance Leveraged Long + Income MSTR ETF,,,
MSTP,GraniteShares 2x Long MSTR Daily ETF,,,
MSTR,Strategy Inc,United States,US,Technology
MSTX,Defiance Daily Target 2X Long MSTR ETF,,,
MSW,Ming Shing Group Holdings Limited,Hong Kong,HK,Industrials
MTC,"MMTec, Inc.",Hong Kong,HK,Technology
MTCH,"Match Group, Inc.",United States,US,Communication Services
MTEK,Maris-Tech Ltd.,Israel,IS,Technology
MTEKW,Maris-Tech Ltd.,Israel,IS,
MTEN,Mingteng International Corporation Inc.,China,CN,Industrials
MTEX,"Mannatech, Incorporated",United States,US,Consumer Defensive
MTLS,Materialise NV,Belgium,BE,Technology
MTRX,Matrix Service Company,United States,US,Industrials
MTSI,"MACOM Technology Solutions Holdings, Inc.",United States,US,Technology
MTVA,MetaVia Inc.,United States,US,Healthcare
MTYY,GraniteShares YieldBoost MSTR ETF,,,
MU,"Micron Technology, Inc.",United States,US,Technology
MUD,Direxion Daily MU Bear 1X Shares,,,
MULL,GraniteShares 2x Long MU Daily ETF,,,
MULT,Franklin Multisector Income ETF,,,
MUU,Direxion Daily MU Bull 2X Shares,,,
MUYY,GraniteShares YieldBOOST MU ETF,,,
MUZE,Muzero Acquisition Corp,United States,US,Financial Services
MUZEU,Muzero Acquisition Corp,United States,US,Financial Services
MUZEW,Muzero Acquisition Corp,United States,US,
MVBF,MVB Financial Corp.,United States,US,Financial Services
MVIS,"MicroVision, Inc.",United States,US,Technology
MVLL,GraniteShares 2x Long MRVL Daily ETF,,,
MVST,"Microvast Holdings, Inc.",United States,US,Consumer Cyclical
MVSTW,"Microvast Holdings, Inc.",United States,US,
MWC,"Micware Co., Ltd.",Japan,JP,Consumer Cyclical
MWH,"SOLV Energy, Inc.",United States,US,Utilities
MWYN,"Marwynn Holdings, Inc.",United States,US,Consumer Cyclical
MXCT,"MaxCyte, Inc.",United States,US,Healthcare
MXL,"MaxLinear, Inc.",United States,US,Technology
MYCF,State Street My2026 Corporate Bond ETF,,,
MYCG,State Street My2027 Corporate Bond ETF,,,
MYCH,State Street My2028 Corporate Bond ETF,,,
MYCI,State Street My2029 Corporate Bond ETF,,,
MYCJ,State Street My2030 Corporate Bond ETF,,,
MYCK,State Street My2031 Corporate Bond ETF,,,
MYCL,State Street My2032 Corporate Bond ETF,,,
MYCM,State Street My2033 Corporate Bond ETF,,,
MYCN,State Street My2034 Corporate Bond ETF,,,
MYCO,State Street My2035 Corporate Bond ETF,,,
MYFW,"First Western Financial, Inc.",United States,US,Financial Services
MYGN,"Myriad Genetics, Inc.",United States,US,Healthcare
MYHA,State Street My2027 High Yield Corporate Bond ETF,,,
MYHB,State Street My2028 High Yield Corporate Bond ETF,,,
MYHC,State Street My2029 High Yield Corporate Bond ETF,,,
MYHD,State Street My2030 High Yield Corporate Bond ETF,,,
MYHE,State Street My2031 High Yield Corporate Bond ETF,,,
MYMF,State Street My2026 Municipal Bond ETF,,,
MYMG,State Street My2027 Municipal Bond ETF,,,
MYMH,State Street My2028 Municipal Bond ETF,,,
MYMI,State Street My2029 Municipal Bond ETF,,,
MYMJ,State Street My2030 Municipal Bond ETF,,,
MYMK,State Street My2031 Municipal Bond ETF,,,
MYPS,"PLAYSTUDIOS, Inc.",United States,US,Communication Services
MYPSW,"PLAYSTUDIOS, Inc.",United States,US,
MYRG,MYR Group Inc.,United States,US,Industrials
MYSE,"Myseum.AI, Inc.",United States,US,Technology
MYSEW,"Myseum.AI, Inc.",United States,US,
MYSZ,"My Size, Inc.",Israel,IS,Technology
MYX,Maywood Acquisition Corp. 2,United States,US,Financial Services
MYXXR,Maywood Acquisition Corp. 2,United States,US,
MYXXU,Maywood Acquisition Corp. 2,United States,US,Financial Services
MYXXW,Maywood Acquisition Corp. 2,United States,US,
MZTI,The Marzetti Company,United States,US,Consumer Defensive
NAAS,NaaS Technology Inc.,China,CN,Consumer Cyclical
NAGE,"Niagen Bioscience, Inc.",United States,US,Healthcare
NAII,"Natural Alternatives International, Inc.",United States,US,Consumer Defensive
NAKA,Nakamoto Inc.,United States,US,Financial Services
NAMI,Jinxin Technology Holding Company,China,CN,Communication Services
NAMM,Namib Minerals,Cayman Islands,CA,Basic Materials
NAMMW,Namib Minerals,Cayman Islands,CA,
NAMS,NewAmsterdam Pharma Company N.V.,Netherlands,NL,Healthcare
NAMSW,NewAmsterdam Pharma Company N.V.,Netherlands,NL,
NATH,"Nathan's Famous, Inc.",United States,US,Consumer Cyclical
NATO,Themes Transatlantic Defense ETF,,,
NATR,"Nature's Sunshine Products, Inc.",United States,US,Consumer Defensive
NAUT,"Nautilus Biotechnology, Inc.",United States,US,Healthcare
NAVI,Navient Corporation,United States,US,Financial Services
NAVN,"Navan, Inc.",United States,US,Technology
NB,NioCorp Developments Ltd.,United States,US,Basic Materials
NBBK,"NB Bancorp, Inc.",United States,US,Financial Services
NBIG,Leverage Shares 2X Long NBIS Daily ETF,,,
NBIL,GraniteShares 2x Long NBIS Daily ETF,,,
NBIS,Nebius Group N.V.,Netherlands,NL,Communication Services
NBIX,"Neurocrine Biosciences, Inc.",United States,US,Healthcare
NBN,Northeast Bank,United States,US,Financial Services
NBP,NovaBridge Biosciences,United States,US,Healthcare
NBRG,Newbridge Acquisition Limited,Hong Kong,HK,Financial Services
NBRGR,Newbridge Acquisition Limited,Hong Kong,HK,
NBRGU,Newbridge Acquisition Limited,Hong Kong,HK,Financial Services
NBTB,NBT Bancorp Inc.,United States,US,Financial Services
NBTX,Nanobiotix S.A.,France,FR,Healthcare
NCEL,NewcelX Ltd.,Switzerland,CH,Healthcare
NCEW,New Century Logistics (BVI) Limited,Hong Kong,HK,Industrials
NCI,Neo-Concept International Group Holdings Limited,Hong Kong,HK,Consumer Cyclical
NCIQ,Hashdex Nasdaq CME Crypto Index ETF,,,
NCMI,"National CineMedia, Inc.",United States,US,Communication Services
NCNA,NuCana plc,United Kingdom,UK,Healthcare
NCNO,"nCino, Inc.",United States,US,Technology
NCPB,Nuveen Core Plus Bond ETF,,,
NCPL,Netcapital Inc.,United States,US,Financial Services
NCPLW,Netcapital Inc.,United States,US,
NCRA,"Nocera, Inc.",Taiwan,TW,Consumer Defensive
NCSM,"NCS Multistage Holdings, Inc.",United States,US,Energy
NCT,Intercont (Cayman) Limited,Hong Kong,HK,Industrials
NCTY,The9 Limited,China,CN,Financial Services
NDAA,Ned Davis Research 360 Dynamic Allocation ETF,,,
NDAQ,"Nasdaq, Inc.",United States,US,Financial Services
NDLS,Noodles & Company,United States,US,Consumer Cyclical
NDRA,ENDRA Life Sciences Inc.,United States,US,Healthcare
NDSN,Nordson Corporation,United States,US,Industrials
NECB,"Northeast Community Bancorp, Inc.",United States,US,Financial Services
NEGG,"Newegg Commerce, Inc.",United States,US,Consumer Cyclical
NEMG,Leverage Shares 2X Long Nem Daily ETF,,,
NEO,"NeoGenomics, Inc.",United States,US,Healthcare
NEOG,Neogen Corporation,United States,US,Healthcare
NEON,Neonode Inc.,Sweden,SW,Technology
NEOV,NeoVolta Inc.,United States,US,Industrials
NEOVW,NeoVolta Inc.,United States,US,
NEPH,"Nephros, Inc.",United States,US,Healthcare
NERV,"Minerva Neurosciences, Inc.",United States,US,Healthcare
NESR,National Energy Services Reunited Corp.,United States,US,Energy
NETG,Leverage Shares 2X Long NET Daily ETF,,,
NEUP,Neuphoria Therapeutics Inc.,United States,US,Healthcare
NEWT,"NewtekOne, Inc.",United States,US,Financial Services
NEWTG,"NewtekOne, Inc. 8.50% Fixed Rate Senior Notes due 2029",,,
NEWTH,"NewtekOne, Inc.",United States,US,
NEWTI,"NewtekOne, Inc. 8.00% Fixed Rate Senior Notes due 2028",,,
NEWTO,"NewtekOne, Inc.",United States,US,
NEWTP,"NewtekOne, Inc.",United States,US,Financial Services
NEWZ,Stocksnips AI-Powered Sentiment US ALL Cap ETF,,,
NEXM,NexMetals Mining Corp.,Canada,CA,Basic Materials
NEXN,Nexxen International Ltd.,Israel,IS,Communication Services
NEXR,Nexera Technologies Ltd,Israel,IS,Consumer Cyclical
NEXRW,Nexera Technologies Ltd,Israel,IS,
NEXT,NextDecade Corporation,United States,US,Energy
NFBK,"Northfield Bancorp, Inc.",United States,US,Financial Services
NFE,New Fortress Energy Inc.,United States,US,Energy
NFLX,"Netflix, Inc.",United States,US,Communication Services
NFRX,Harrison Street Infrastructure Active ETF,,,
NFTY,First Trust India NIFTY 50 Equal Weight ETF,,,
NFXL,Direxion Daily NFLX Bull 2X Shares,,,
NFXS,Direxion Daily NFLX Bear 1X Shares,,,
NGEN,NervGen Pharma Corp.,Canada,CA,Healthcare
NGHT,Nicholas Bitcoin And Treasuries Afterdark ETF,,,
NGNE,Neurogene Inc.,United States,US,Healthcare
NHIC,NewHold Investment Corp III,,,
NHICU,NewHold Investment Corp III,,,
NHICW,NewHold Investment Corp III,United States,US,
NHIVU,NewHold Investment Corp IV,United States,US,Financial Services
NHP,"National Healthcare Properties, Inc.",United States,US,Real Estate
NHPAP,"National Healthcare Properties, Inc.",United States,US,Real Estate
NHPBP,"National Healthcare Properties, Inc.",United States,US,Real Estate
NHTC,Natural Health Trends Corp.,United States,US,Consumer Cyclical
NICE,NICE Ltd.,Israel,IS,Technology
NICM,Nicola Mining Inc.,Canada,CA,Basic Materials
NIKL,Sprott Nickel Miners ETF,,,
NIOBW,NioCorp Developments Ltd.,,,
NIOG,Leverage Shares 2X Long NIO Daily ETF,,,
NIPG,NIP Group Inc.,Sweden,SW,Communication Services
NIU,Niu Technologies,China,CN,Consumer Cyclical
NIVF,NewGenIvf Group Limited,Thailand,TH,Healthcare
NIVFW,NewGenIvf Group Limited,Thailand,TH,
NIXT,Research Affiliates Deletions ETF,,,
NIXX,"Nixxy, Inc.",United States,US,Industrials
NIXXW,"Nixxy, Inc.",United States,US,
NKLR,Terra Innovatum Global N.V.,Italy,IT,Utilities
NKSH,"National Bankshares, Inc.",United States,US,Financial Services
NKTR,Nektar Therapeutics,United States,US,Healthcare
NKTX,"Nkarta, Inc.",United States,US,Healthcare
NMFC,New Mountain Finance Corporation,United States,US,Financial Services
NMFCZ,New Mountain Finance Corporation 8.250% Notes due 2028,,,
NMIH,"NMI Holdings, Inc.",United States,US,Financial Services
NMP,NMP Acquisition Corp.,United States,US,Financial Services
NMPAR,NMP Acquisition Corp.,United States,US,
NMPAU,NMP Acquisition Corp.,United States,US,Financial Services
NMRA,"Neumora Therapeutics, Inc.",United States,US,Healthcare
NMRK,"Newmark Group, Inc.",United States,US,Real Estate
NMTC,NeuroOne Medical Technologies Corporation,United States,US,Healthcare
NN,NextNav Inc.,United States,US,Technology
NNAVW,NextNav Inc.,United States,US,
NNBR,"NN, Inc.",United States,US,Industrials
NNDM,Nano Dimension Ltd.,United States,US,Technology
NNE,NANO Nuclear Energy Inc.,United States,US,Industrials
NNNN,Anbio Biotechnology,Germany,DE,Healthcare
NNOX,Nano-X Imaging Ltd.,Israel,IS,Healthcare
NODK,"NI Holdings, Inc.",United States,US,Financial Services
NOEM,CO2 Energy Transition Corp.,United States,US,Financial Services
NOEMR,CO2 Energy Transition Corp.,United States,US,
NOEMU,CO2 Energy Transition Corp.,United States,US,Financial Services
NOEMW,CO2 Energy Transition Corp.,United States,US,
NOMA,Nomadar Corp.,United States,US,Consumer Cyclical
NOTV,Inotiv Inc,United States,US,Healthcare
NOVT,Novanta Inc.,United States,US,Technology
NOVTU,Novanta Inc.,United States,US,Technology
NOWL,GraniteShares 2x Long NOW Daily ETF,,,
NPAC,New Providence Acquisition Corp. III,United States,US,Financial Services
NPACU,New Providence Acquisition Corp. III,United States,US,Financial Services
NPACW,New Providence Acquisition Corp. III,United States,US,
NPCE,"NeuroPace, Inc.",United States,US,Healthcare
NPFI,Nuveen Preferred And Income ETF,,,
NPT,Texxon Holding Limited,China,CN,Consumer Cyclical
NRC,NRC Health,United States,US,Healthcare
NRDS,"NerdWallet, Inc.",United States,US,Communication Services
NRES,Xtrackers RREEF Global Natural Resources ETF,,,
NRIM,"Northrim BanCorp, Inc.",United States,US,Financial Services
NRIX,"Nurix Therapeutics, Inc.",United States,US,Healthcare
NRSN,NeuroSense Therapeutics Ltd.,Israel,IS,Healthcare
NRSNW,NeuroSense Therapeutics Ltd.,Israel,IS,
NRXP,"NRx Pharmaceuticals, Inc.",United States,US,Healthcare
NSI,National Security Emerging Markets Index ETF,,,
NSIT,"Insight Enterprises, Inc.",United States,US,Technology
NSPR,"InspireMD, Inc.",United States,US,Healthcare
NSSC,"Napco Security Technologies, Inc.",United States,US,Industrials
NSTS,"NSTS Bancorp, Inc.",United States,US,Financial Services
NSYS,Nortech Systems Incorporated,United States,US,Healthcare
NTAP,"NetApp, Inc.",United States,US,Technology
NTCL,NetClass Technology Inc,Singapore,SG,Technology
NTCT,"NetScout Systems, Inc.",United States,US,Technology
NTES,"NetEase, Inc.",China,CN,Communication Services
NTGR,"NETGEAR, Inc.",United States,US,Technology
NTHI,"NeOnc Technologies Holdings, Inc.",United States,US,Healthcare
NTIC,Northern Technologies International Corporation,United States,US,Basic Materials
NTLA,"Intellia Therapeutics, Inc.",United States,US,Healthcare
NTNX,"Nutanix, Inc.",United States,US,Technology
NTRA,"Natera, Inc.",United States,US,Healthcare
NTRB,Nutriband Inc.,United States,US,Healthcare
NTRBW,Nutriband Inc.,United States,US,
NTRP,"NextTrip, Inc.",United States,US,Consumer Cyclical
NTRS,Northern Trust Corporation,United States,US,Financial Services
NTRSO,Northern Trust Corporation,United States,US,Financial Services
NTSK,"Netskope, Inc.",United States,US,Technology
NTWK,"NetSol Technologies, Inc.",United States,US,Technology
